gene_id,replicate1 24h,replicate2 24h,replicate1 48h,replicate2 48h,mock,24h mean,48h mean,mock mean,24h norm,48h norm,mock norm,fold-change 24h,fold-change 48h
CFAP73,6185,4064,4059,2876,3314,5124.5,3467.5,3314.0,0.14535939184206048,0.09299986589781413,0.18697810877905666,-14.476661693391945,-15.12098544108409
CFAP74,4635,3783,2788,2354,1313,4209.0,2571.0,1313.0,0.1193907074374539,0.06895534397210674,0.07408034303768901,-13.42488874440046,-14.216845027132832
CFAP77,2466,1595,1994,1454,1403,2030.5,1724.0,1403.0,0.05759630112894991,0.04623843368646909,0.0791582035657865,-14.572179319544205,-14.889062955604402
CFAP97,1538,2588,733,972,1207,2063.0,852.5,1207.0,0.058518182333919554,0.02286442269008985,0.06809975174904084,-14.332181192717167,-15.687961657917088
CFAP97D1,4,3,2,0,0,3.5,1.0,0.0,9.92795143813468e-05,2.682043717312592e-05,0.0,inf,inf
CFAP97D2,1201,614,1095,761,1209,907.5,928.0,1209.0,0.02574175980030635,0.024889365696660854,0.06821259309410968,-15.519344034214642,-15.567925255195153
CFAP99,2109,1501,1281,1219,694,1805.0,1250.0,694.0,0.05119986384523742,0.0335255464664074,0.03915594673888513,-13.726508068652358,-14.337387194102414
CFB,5311,4191,4600,3688,3471,4751.0,4144.0,3471.0,0.1347648493787939,0.11114389164543383,0.19583615436696006,-14.652619496266434,-14.930635083215694
CFC1,4,2,2,4,8,3.0,3.0,8.0,8.509672661258297e-05,8.046131151937777e-05,0.0004513653802753329,-16.520536837127473,-16.601345220352446
CFC1B,6,0,3,1,0,3.0,2.0,0.0,8.509672661258297e-05,5.364087434625184e-05,0.0,inf,inf
CFD,697,305,600,312,272,501.0,456.0,272.0,0.014211153344301355,0.01223011935094542,0.015346422929361317,-14.224295385903762,-14.4408805481592
CFDP1,3135,1763,3319,2579,4155,2449.0,2949.0,4155.0,0.06946729449140523,0.07909346922354835,0.23442789438050102,-15.86815504094236,-15.680930375669572
CFH,4857,6323,2943,3204,4982,5590.0,3073.5,4982.0,0.1585635672547796,0.08243261365160252,0.28108779056646355,-14.939376076358915,-15.883150257582034
CFHR1,0,0,2,0,0,0.0,1.0,0.0,0.0,2.682043717312592e-05,0.0,0,inf
CFHR2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CFHR3,16,17,10,5,15,16.5,7.5,15.0,0.0004680319963692063,0.0002011532787984444,0.0008463100880162492,-14.967995814098696,-16.1863077210736
CFHR4,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,5.642067253441661e-05,inf,inf
CFHR5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CFI,334,377,186,133,200,355.5,159.5,200.0,0.010083962103591082,0.004277859729113585,0.011284134506883321,-14.27564977800394,-15.512751297083456
CFL1,8032,4999,6713,6225,4288,6515.5,6469.0,4288.0,0.18481590741476145,0.17350140807295159,0.24193184382757843,-14.501928348067851,-14.593069914117269
CFL2,387,484,258,317,540,435.5,287.5,540.0,0.012353208146593294,0.007710875687273702,0.03046716316858497,-15.415786026300598,-16.095705172292696
CFLAR,5436,6954,3554,3695,5620,6195.0,3624.5,5620.0,0.17572474045498382,0.0972106745339949,0.31708417964342134,-14.964965185928955,-15.819095862536543
CFP,80,39,104,80,9,59.5,92.0,9.0,0.0016877517444828956,0.002467480219927585,0.0005077860528097495,-12.380606575983,-11.832670766458902
CFTR,846,1335,557,654,1390,1090.5,605.5,1390.0,0.03093266012367391,0.016239774708327746,0.07842473482283908,-15.45559445081875,-16.385193738990143
CGA,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CGAS,83,105,60,44,33,94.0,52.0,33.0,0.0026663641005275998,0.0013946627330025478,0.001861882193635748,-13.595304605529446,-14.530262122290962
CGB1,0,0,1,0,0,0.0,0.5,0.0,0.0,1.341021858656296e-05,0.0,0,inf
CGB2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CGB3,2,0,1,1,2,1.0,1.0,2.0,2.8365575537527657e-05,2.682043717312592e-05,0.00011284134506883322,-16.10549933784863,-16.1863077210736
CGB5,3,1,5,4,2,2.0,4.5,2.0,5.6731151075055314e-05,0.00012069196727906664,0.00011284134506883322,-15.105499337848629,-14.016382719631292
CGB7,99,50,91,53,27,74.5,72.0,27.0,0.0021132353775458104,0.0019310714764650663,0.0015233581584292485,-13.641218319549937,-13.771270221794758
CGB8,2,1,4,0,0,1.5,2.0,0.0,4.2548363306291484e-05,5.364087434625184e-05,0.0,inf,inf
CGGBP1,2370,3717,1852,2061,4635,3043.5,1956.5,4635.0,0.08633062914846543,0.052474185329220865,0.261509817197021,-15.712337310883708,-16.430601949685702
CGN,9523,8126,4853,5262,3517,8824.5,5057.5,3517.0,0.2503120213309128,0.13564436100308436,0.19843150530354323,-13.778330135839475,-14.662228641253263
CGNL1,327,326,239,252,469,326.5,245.5,469.0,0.00926136041300278,0.006584417326002414,0.02646129541864139,-15.628004268817577,-16.120172619274285
CGREF1,0,0,0,1,0,0.0,0.5,0.0,0.0,1.341021858656296e-05,0.0,0,inf
CGRRF1,346,405,280,267,552,375.5,273.5,552.0,0.010651273614341634,0.00733538956684994,0.03114421123899797,-15.661354697112529,-16.199435155059216
CH25H,198,151,117,114,194,174.5,115.5,194.0,0.004949792931298576,0.003097760493496044,0.010945610471676822,-15.258328953826105,-15.934471521844673
CH507-42P11.6,12,3,9,26,0,7.5,17.5,0.0,0.00021274181653145743,0.0004693576505297036,0.0,inf,inf
CHAC1,363,197,511,341,28,280.0,426.0,28.0,0.007942361150507744,0.011425506235751642,0.001579778830963665,-11.783571242961267,-11.258953022905368
CHAC2,111,88,102,100,118,99.5,101.0,118.0,0.002822374765984002,0.002708864154485718,0.00665763935906116,-15.351517766666824,-15.410739287683647
CHAD,159,67,59,64,29,113.0,61.5,29.0,0.003205310035740625,0.0016494568861472442,0.0016361995034980816,-13.143301370561014,-14.101774210861933
CHADL,139,63,113,72,8,101.0,92.5,8.0,0.0028649231292902934,0.0024808904385141477,0.0004513653802753329,-11.447287855096835,-11.65492626055729
CHAF1A,1172,924,647,586,323,1048.0,616.5,323.0,0.029727123163328983,0.01653479951723213,0.018223877228616566,-13.407466691005105,-14.253740991364689
CHAF1B,545,454,304,256,267,499.5,280.0,267.0,0.014168604980995064,0.007509722408475258,0.015064319566689235,-14.201854401743768,-15.117720635816191
CHAMP1,621,1013,332,369,1033,817.0,350.5,1033.0,0.023174675214160095,0.009400563229180635,0.05828255472805236,-15.443931608568008,-16.74566162592804
CHAT,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CHCHD1,1019,667,1131,791,1062,843.0,961.0,1062.0,0.023912180178135813,0.02577444012337401,0.05991875423155044,-15.438678567710703,-15.330483151104005
CHCHD10,235,88,150,97,123,161.5,123.5,123.0,0.004581040449310717,0.0033123239908810515,0.006939742721733243,-14.712623488493946,-15.180454994828166
CHCHD2,7193,3354,5951,4670,4506,5273.5,5310.5,4506.0,0.1495858625971521,0.1424299316078852,0.2542315504400812,-14.878585860977212,-14.949307333022256
CHCHD3,1501,1239,1160,1004,1773,1370.0,1082.0,1773.0,0.03886083848641289,0.02901971302132225,0.10003385240352065,-15.477515980899431,-15.898799758145476
CHCHD4,285,325,257,234,595,305.0,245.5,595.0,0.008651500538945936,0.006584417326002414,0.033570300157977885,-16.069579763593687,-16.463474364954212
CHCHD5,726,584,833,513,879,655.0,673.0,879.0,0.018579451977080615,0.018050154217513745,0.0495937711577522,-15.529867596567222,-15.571564381606688
CHCHD6,765,376,739,524,499,570.5,631.5,499.0,0.01618256084415953,0.01693710607482902,0.028153915594673888,-14.912312266897208,-14.846564802623309
CHCHD7,1064,1187,821,643,2446,1125.5,732.0,2446.0,0.03192545526748738,0.019632560010728176,0.13800496501918302,-16.22535768492186,-16.926816571316945
CHD1,1415,2327,1693,2410,2004,1871.0,2051.5,2004.0,0.053071991830714246,0.055022126860667826,0.11306702775897089,-15.204572287803055,-15.152511075376276
CHD1L,979,1051,677,667,1027,1015.0,672.0,1027.0,0.02879105917059057,0.01802333378034062,0.05794403069284586,-15.122455792094287,-15.798210764613037
CHD2,4595,5012,4613,7608,2302,4803.5,6110.5,2302.0,0.1362540420945141,0.16388628134638594,0.12988038817422703,-14.044301183693618,-13.777905119179442
CHD3,10606,7933,6973,7454,1813,9269.5,7213.5,1813.0,0.26293470244511263,0.19346922354834384,0.10229067930489731,-12.751386741445048,-13.1939872192209
CHD4,10914,11545,7786,8000,8353,11229.5,7893.0,8353.0,0.31853123049866683,0.2116937106074829,0.4712818776799819,-14.678571988668885,-15.268028409891444
CHD5,2,3,2,1,0,2.5,1.5,0.0,7.091393884381914e-05,4.0230655759688886e-05,0.0,inf,inf
CHD6,3285,4791,1516,2341,2267,4038.0,1928.5,2267.0,0.11454019402053668,0.05172321308837334,0.12790566463552244,-14.272642818257944,-15.419612966185625
CHD7,1208,1380,1141,1674,1192,1294.0,1407.5,1192.0,0.03670505474556079,0.03774976532117474,0.0672534416610246,-14.987045956318285,-14.94655703456817
CHD8,3325,4738,2179,2737,2215,4031.5,2458.0,2215.0,0.11435581777954275,0.06592463457154352,0.12497178966373279,-14.241489314519903,-15.036129504143322
CHD9,2219,4086,1301,1977,1545,3152.5,1639.0,1545.0,0.08942247688205594,0.04395869652675339,0.08716993906567366,-14.076609805424784,-15.101098704765882
CHDH,282,255,171,192,273,268.5,181.5,273.0,0.0076161570318261755,0.004867909346922355,0.015402843601895734,-15.12947820078307,-15.775239123997705
CHEK1,366,413,167,130,332,389.5,148.5,332.0,0.011048391671867022,0.0039828349202092,0.018731663281426315,-14.875059251133887,-16.34702803161976
CHEK2,285,251,234,198,342,268.0,216.0,342.0,0.007601974244057412,0.005793214429395199,0.01929587000677048,-15.457262662276758,-15.849272733796031
CHERP,1717,1279,950,1198,275,1498.0,1074.0,275.0,0.04249163215521643,0.02880514952393724,0.015515684946964568,-12.659965237801902,-13.220817251500211
CHFR,1380,1323,1006,990,593,1351.5,998.0,593.0,0.03833607533896863,0.02676679629877967,0.03345745881290905,-13.91704183585994,-14.435300010282345
CHGA,1,0,2,2,0,0.5,2.0,0.0,1.4182787768763829e-05,5.364087434625184e-05,0.0,inf,inf
CHGB,9,6,6,4,9,7.5,5.0,9.0,0.00021274181653145743,0.00013410218586562962,0.0005077860528097495,-15.368533743682423,-16.03430462762855
CHI3L1,357,279,158,210,85,318.0,184.0,85.0,0.009020253020933795,0.00493496043985517,0.0047957571654254115,-13.202007318701977,-14.07213670115429
CHI3L2,14,10,9,4,8,12.0,6.5,8.0,0.00034038690645033187,0.00017433284162531848,0.0004513653802753329,-14.520536837127475,-15.485868002932511
CHIA,1,0,0,0,2,0.5,0.0,2.0,1.4182787768763829e-05,0.0,0.00011284134506883322,-17.10549933784863,inf
CHIC1,207,330,132,148,258,268.5,140.0,258.0,0.0076161570318261755,0.003754861204237629,0.014556533513879486,-15.047948315286472,-16.06825195955189
CHIC2,990,1269,848,721,1769,1129.5,784.5,1769.0,0.03203891756963749,0.021040632962317285,0.09980816971338298,-15.752749115146006,-16.359396416795963
CHID1,1872,1008,1614,1233,514,1440.0,1423.5,514.0,0.04084642877403982,0.03817889231594475,0.029000225682690138,-13.619270790712834,-13.716705492525215
CHIT1,1,0,0,0,1,0.5,0.0,1.0,1.4182787768763829e-05,0.0,5.642067253441661e-05,-16.10549933784863,inf
CHKA,826,914,644,666,586,870.0,655.0,586.0,0.02467805071764906,0.01756738634839748,0.03306251410516813,-14.535384601534787,-15.025713479071037
CHKB,2659,2084,2676,1984,2974,2371.5,2330.0,2974.0,0.06726896238724683,0.0624916186133834,0.167795080117355,-15.432104116821522,-15.538382413584378
CHL1,6395,11719,3435,4213,6783,9057.0,3824.0,6783.0,0.25690701764338797,0.10256135175003353,0.38270142180094785,-14.688389573086534,-16.013148690565536
CHM,577,1014,359,472,428,795.5,415.5,428.0,0.02256481534010325,0.01114389164543382,0.02414804784473031,-14.211248203918732,-15.229070040704404
CHML,344,509,162,193,275,426.5,177.5,275.0,0.012097917966755545,0.004760627598229851,0.015515684946964568,-14.472385214942364,-15.817920315093579
CHMP1A,3292,2260,2698,2356,667,2776.0,2527.0,667.0,0.07874283769217677,0.0677752447364892,0.03763258858045588,-13.048250436454955,-13.264640723313413
CHMP1B,4493,4621,2751,2765,3727,4557.0,2758.0,3727.0,0.12926192772451353,0.0739707657234813,0.2102798465357707,-14.815429786354242,-15.620700083288472
CHMP2A,4566,2753,5163,3477,9107,3659.5,4320.0,9107.0,0.10380382367958246,0.11586428858790399,0.5138230647709321,-16.42082867640271,-16.26225229279817
CHMP2B,2079,2852,1777,1764,3038,2465.5,1770.5,3038.0,0.06993532648777444,0.04748558401501944,0.17140600315955767,-15.406740954849596,-15.96527274718477
CHMP3,1,2,0,0,0,1.5,0.0,0.0,4.2548363306291484e-05,0.0,0.0,inf,0
CHMP4A,1376,918,1552,1163,2640,1147.0,1357.5,2640.0,0.03253531514154422,0.03640874346251844,0.14895057549085985,-16.30817187607862,-16.145893452627696
CHMP4B,5725,4241,5237,4474,10569,4983.0,4855.5,10569.0,0.1413456629035003,0.13022663269411291,0.5963100880162492,-16.190251739381218,-16.30845483035939
CHMP4C,728,835,574,583,847,781.5,578.5,847.0,0.022167697282577864,0.015515622904653345,0.04778830963665087,-15.221615434181164,-15.736352731298311
CHMP5,5409,5487,5006,4711,7296,5448.0,4858.5,7296.0,0.15453565552845067,0.13030709400563228,0.4116452268111036,-15.526878364001302,-15.772902481722001
CHMP6,865,621,792,526,307,743.0,659.0,307.0,0.021075622624383047,0.017674668097089983,0.017321146468065898,-13.830375782680214,-14.08426791143573
CHMP7,928,913,875,805,770,920.5,840.0,770.0,0.026110512282294208,0.022529167225425775,0.04344391785150079,-14.847940062080987,-15.060776838989742
CHN1,49,37,32,26,67,43.0,29.0,67.0,0.0012197197481136892,0.0007777926780206517,0.003780185059805913,-15.745323773604305,-16.3944159164038
CHN2,1197,1553,751,717,1201,1375.0,734.0,1201.0,0.039002666364100526,0.019686200885074428,0.06776122771383435,-14.91030387025488,-15.896691903936022
CHODL,18,18,5,12,17,18.0,8.5,17.0,0.0005105803596754978,0.00022797371597157033,0.0009591514330850823,-15.023037177656656,-16.1863077210736
CHORDC1,1061,1384,1170,1242,1763,1222.5,1206.0,1763.0,0.03467691609462756,0.03234544723078986,0.09946964567817648,-15.633697347329216,-15.7341102884937
CHP1,3819,4284,2707,2607,5784,4051.5,2657.0,5784.0,0.1149231292902933,0.07126190156899558,0.3263371699390657,-15.619110749569625,-16.308577045534214
CHP2,2812,2447,1779,1523,3581,2629.5,1651.0,3581.0,0.07458728087592897,0.044280541772830896,0.20204242834574587,-15.551073359688461,-16.30333011948087
CHPF,1371,1061,1246,1099,200,1216.0,1172.5,200.0,0.03449253985363363,0.031446962585490144,0.011284134506883321,-12.50142801417977,-12.634791703445588
CHPF2,2240,1581,1359,1391,351,1910.5,1375.0,351.0,0.054192432064446586,0.036878101113048144,0.01980365605958023,-12.66109201579568,-13.216419038078778
CHPT1,475,577,437,433,714,526.0,435.0,714.0,0.014920292732739548,0.011666890170309776,0.04028436018957346,-15.54636061258543,-15.901216394366612
CHRAC1,767,902,519,540,1428,834.5,529.5,1428.0,0.02367107278606683,0.014201421483170176,0.08056872037914692,-15.880511362515133,-16.617601111110364
CHRD,0,0,0,2,0,0.0,1.0,0.0,0.0,2.682043717312592e-05,0.0,0,inf
CHRDL1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CHRDL2,2,1,1,2,0,1.5,1.5,0.0,4.2548363306291484e-05,4.0230655759688886e-05,0.0,inf,inf
CHRFAM7A,4,6,1,1,0,5.0,1.0,0.0,0.00014182787768763828,2.682043717312592e-05,0.0,inf,inf
CHRM1,1,0,1,0,1,0.5,0.5,1.0,1.4182787768763829e-05,1.341021858656296e-05,5.642067253441661e-05,-16.10549933784863,-16.1863077210736
CHRM2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CHRM3,31,49,10,30,51,40.0,20.0,51.0,0.0011346230215011062,0.0005364087434625185,0.002877454299255247,-15.455996584932764,-16.536804968157735
CHRM4,96,50,46,38,13,73.0,42.0,13.0,0.0020706870142395187,0.0011264583612712888,0.000733468742947416,-12.616114497109706,-13.494430016435933
CHRM5,1,2,3,3,4,1.5,3.0,4.0,4.2548363306291484e-05,8.046131151937777e-05,0.00022568269013766644,-16.520536837127473,-15.601345220352446
CHRNA1,0,1,0,1,0,0.5,0.5,0.0,1.4182787768763829e-05,1.341021858656296e-05,0.0,inf,inf
CHRNA10,86,69,144,187,27,77.5,165.5,27.0,0.002198332104158393,0.00443878235215234,0.0015233581584292485,-13.584262434737862,-12.570507816429853
CHRNA2,0,1,0,0,0,0.5,0.0,0.0,1.4182787768763829e-05,0.0,0.0,inf,0
CHRNA3,3,5,1,3,1,4.0,2.0,1.0,0.00011346230215011063,5.364087434625184e-05,5.642067253441661e-05,-13.10549933784863,-14.186307721073602
CHRNA4,15,12,21,15,5,13.5,18.0,5.0,0.00038293526975662334,0.0004827678691162666,0.00028210336267208303,-13.672539930572524,-13.338310814518652
CHRNA5,46,48,24,15,49,47.0,19.5,49.0,0.0013331820502637999,0.0005229985248759555,0.002764612954186414,-15.165620330286202,-16.51561534632656
CHRNA6,1,0,2,0,0,0.5,1.0,0.0,1.4182787768763829e-05,2.682043717312592e-05,0.0,inf,inf
CHRNA7,28,54,13,18,5,41.0,15.5,5.0,0.0011629885970386338,0.00041571677618345177,0.00028210336267208303,-12.069875428117909,-13.554039505574089
CHRNA9,59,54,44,35,39,56.5,39.5,39.0,0.0016026550178703126,0.001059407268338474,0.002200406228842248,-14.570722594295692,-15.167929191758747
CHRNB1,330,261,264,256,263,295.5,260.0,263.0,0.008382027571339422,0.006973313665012739,0.014838636876551568,-14.937404006963401,-15.20285889733745
CHRNB2,12,14,9,10,8,13.0,9.5,8.0,0.00036875248198785953,0.0002547941531446963,0.0004513653802753329,-14.405059619707538,-14.938380207630017
CHRNB3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CHRNB4,8,10,13,13,1,9.0,13.0,1.0,0.0002552901798377489,0.00034866568325063696,5.642067253441661e-05,-11.935574336406319,-11.48586800293251
CHRND,0,1,1,2,1,0.5,1.5,1.0,1.4182787768763829e-05,4.0230655759688886e-05,5.642067253441661e-05,-16.10549933784863,-14.601345220352446
CHRNE,29,20,31,24,12,24.5,27.5,12.0,0.0006949566006694275,0.0007375620222609628,0.0006770480704129993,-14.07575199445458,-13.989910508270098
CHRNG,28,23,9,20,5,25.5,14.5,5.0,0.0007233221762069553,0.00038889633901032585,0.00028210336267208303,-12.755002090764497,-13.650254820833393
CHST1,30,13,20,24,13,21.5,22.0,13.0,0.0006098598740568446,0.0005900496178087703,0.000733468742947416,-14.379674301287624,-14.427315820577398
CHST10,196,194,150,103,84,195.0,126.5,84.0,0.005531287229817893,0.003392785302400429,0.004739336492890996,-13.890486446877782,-14.595631569158051
CHST11,252,256,222,189,163,254.0,205.5,163.0,0.007204856186532025,0.005511599839077377,0.009196569623109907,-14.465542805307543,-14.852041291622996
CHST12,383,254,331,251,242,318.5,291.0,242.0,0.009034435808702558,0.007804747217379644,0.013653802753328819,-14.709213012866924,-14.920295615439914
CHST13,3,7,2,2,2,5.0,2.0,2.0,0.00014182787768763828,5.364087434625184e-05,0.00011284134506883322,-13.78357124296127,-15.186307721073602
CHST14,364,299,341,281,157,331.5,311.0,157.0,0.009403188290690418,0.008341155960842162,0.008858045587903408,-14.027255026627671,-14.200157699834627
CHST15,699,984,440,599,466,841.5,519.5,466.0,0.023869631814829522,0.013933217111438917,0.02629203340103814,-14.252866021172961,-15.02951392682367
CHST2,19,11,28,17,13,15.0,22.5,13.0,0.00042548363306291485,0.0006034598363953333,0.000733468742947416,-14.899048460381204,-14.394894342885019
CHST3,1006,877,503,656,628,941.5,579.5,628.0,0.026706189368582288,0.015542443341826471,0.035432182351613634,-14.52130280212603,-15.302263618958758
CHST4,137,100,78,67,154,118.5,72.5,154.0,0.003361320701197027,0.0019444816950516294,0.008688783570300158,-15.483542629645273,-16.273185171753568
CHST5,333,200,311,198,158,266.5,254.5,158.0,0.00755942588075112,0.006825801260560547,0.008914466260437825,-14.351288363266557,-14.49856662317501
CHST6,5823,5858,4122,4144,5333,5840.5,4133.0,5333.0,0.16566914392693027,0.11084886683652943,0.3008914466260438,-14.974354783640512,-15.554065685382056
CHST7,247,124,164,117,242,185.5,140.5,242.0,0.00526181426221138,0.003768271422824192,0.013653802753328819,-15.489087198502423,-15.97074463812727
CHST8,0,0,1,0,0,0.0,0.5,0.0,0.0,1.341021858656296e-05,0.0,0,inf
CHST9,11029,16816,6516,6157,18470,13922.5,6336.5,18470.0,0.3949197254212288,0.1699477001475124,1.0420898217106749,-15.513264911534057,-16.72973350231523
CHSY1,789,1072,489,479,864,930.5,484.0,864.0,0.026394168037669485,0.012981091591792946,0.04874746106973595,-14.998524499952948,-16.022331985962474
CHSY3,26,41,17,27,40,33.5,22.0,40.0,0.0009502467805071765,0.0005900496178087703,0.0022568269013766643,-15.36133824227822,-16.04880419732367
CHTF18,801,365,558,395,122,583.0,476.5,122.0,0.016537130538378624,0.012779938312994501,0.006883322049198826,-12.84888460221102,-13.220712654726546
CHTF8,2452,1306,1370,1642,119,1879.0,1506.0,119.0,0.053298916435014464,0.04039157838272764,0.006714060031595577,-11.124567749736519,-11.524619429709617
CHTOP,2339,1936,1924,1743,2069,2137.5,1833.5,2069.0,0.060631417711465366,0.04917527155692638,0.11673437147370797,-15.058508563048017,-15.360641100221946
CHUK,770,1261,538,604,870,1015.5,571.0,870.0,0.028805241958359335,0.015314469625854902,0.04908598510494245,-14.882396404288569,-15.793832376446849
CHURC1,1292,1684,902,871,1409,1488.0,886.5,1409.0,0.042207976399841154,0.02377631755397613,0.07949672760099301,-15.026796423050238,-15.85478679648455
CHURC1-FNTB,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CIAO1,3219,3214,2312,2060,3352,3216.5,2186.0,3352.0,0.09123787371645771,0.05862947566045327,0.18912209433536448,-15.165029798201342,-15.80303646910105
CIAPIN1,991,983,943,847,660,987.0,895.0,660.0,0.027996823055539796,0.0240042912699477,0.037237643872714964,-14.524915277638048,-14.746886063167798
CIART,258,110,351,367,199,184.0,359.0,199.0,0.005219265898905089,0.009628536945152207,0.011227713834348906,-15.218562002335267,-14.3350923077942
CIB1,11407,6525,10830,7544,10583,8966.0,9187.0,10583.0,0.25432575026947296,0.24639935630950785,0.5970999774317309,-15.344711584581558,-15.390390638511112
CIB2,308,223,340,281,232,265.5,310.5,232.0,0.007531060305213593,0.008327745742255598,0.013089596027984653,-14.910912282172049,-14.765839257980693
CIB3,1,1,2,1,1,1.0,1.5,1.0,2.8365575537527657e-05,4.0230655759688886e-05,5.642067253441661e-05,-15.105499337848629,-14.601345220352446
CIB4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CIC,2596,1654,1913,2203,184,2125.0,2058.0,184.0,0.06027684801724627,0.05519645970229315,0.010381403746332656,-11.575814167993219,-11.702842410236645
CIDEA,16,23,14,6,24,19.5,10.0,24.0,0.0005531287229817893,0.00026820437173125924,0.0013540961408259986,-15.405059619707538,-16.449342126907396
CIDEB,59,45,30,43,2,52.0,36.5,2.0,0.0014750099279514381,0.0009789459568190961,0.00011284134506883322,-10.405059619707538,-10.996483162193584
CIDEC,4,2,6,3,0,3.0,4.5,0.0,8.509672661258297e-05,0.00012069196727906664,0.0,inf,inf
CIITA,555,379,477,290,183,467.0,383.5,183.0,0.013246723776025416,0.010285637655893791,0.01032498307379824,-13.75392043642301,-14.11892479185471
CILP,19,21,19,28,24,20.0,23.5,24.0,0.0005673115107505531,0.0006302802735684592,0.0013540961408259986,-15.368533743682423,-15.21668137011712
CILP2,3,0,3,7,0,1.5,5.0,0.0,4.2548363306291484e-05,0.00013410218586562962,0.0,inf,inf
CINP,704,517,572,437,980,610.5,504.5,980.0,0.017317183865660633,0.013530910553842028,0.05529225908372828,-15.788289791863798,-16.144235200969813
CIP2A,199,331,80,110,121,265.0,95.0,121.0,0.007516877517444829,0.0025479415314469626,0.0068269013766644095,-13.974514025672663,-15.53531535001725
CIPC,4515,5558,2715,2611,3975,5036.5,2663.0,3975.0,0.14286322119475806,0.07142282419203433,0.22427217332430602,-14.764032684109809,-15.764210152922068
CIR1,2791,2045,2971,2132,6247,2418.0,2551.5,6247.0,0.06858796164974187,0.06843234544723079,0.3524599413225006,-16.474848623165023,-16.478125609254576
CIRBP,14026,8277,11124,9045,12654,11151.5,10084.5,12654.0,0.3163187156067397,0.2704706986723884,0.7139471902505078,-15.287855057187642,-15.513761666635745
CISD1,1048,1267,950,797,2641,1157.5,873.5,2641.0,0.03283315368468826,0.023427651870725492,0.14900699616339427,-16.295571445868124,-16.782512414323936
CISD2,690,880,653,554,2195,785.0,603.5,2195.0,0.02226697679695921,0.016186133833981493,0.12384337621304446,-16.58895571849236,-17.049102984741303
CISD3,453,240,456,333,252,346.5,394.5,252.0,0.009828671923753333,0.010580662464798177,0.014218009478672985,-14.646067719211333,-14.53970615456006
CISH,96,61,69,60,13,78.5,64.5,13.0,0.002226697679695921,0.001729918197666622,0.000733468742947416,-12.511318307098094,-12.87552018379144
CIT,1254,1655,514,581,693,1454.5,547.5,693.0,0.04125772961933397,0.014684189352286442,0.03909952606635071,-14.035903298885538,-15.52630410872228
CITED1,2,4,2,1,3,3.0,1.5,3.0,8.509672661258297e-05,4.0230655759688886e-05,0.00016926201760324982,-15.105499337848629,-16.1863077210736
CITED2,2860,2360,1954,2027,3802,2610.0,1990.5,3802.0,0.07403415215294719,0.05338608019310715,0.21451139697585195,-15.648208063039935,-16.119935381630803
CITED4,142,70,165,91,69,106.0,128.0,69.0,0.0030067510069779315,0.003433015958160118,0.003893026404874746,-14.4861033400636,-14.294832177851772
CIZ1,2729,1856,1912,1777,1408,2292.5,1844.5,1408.0,0.06502808191978215,0.049470296365830765,0.07944030692845859,-14.40222493800351,-14.79672526601608
CKAP2,1238,1901,671,702,1667,1569.5,686.5,1667.0,0.044519770806149654,0.018412230119350944,0.09405326111487249,-15.192448413252931,-16.466230199912918
CKAP2L,224,285,134,102,121,254.5,118.0,121.0,0.007219038974300788,0.0031648115864288586,0.0068269013766644095,-14.03284072904753,-15.222527908986356
CKAP4,3085,2761,2655,2600,5338,2923.0,2627.5,5338.0,0.08291257729619333,0.07047069867238837,0.30117354998871587,-15.974348814184543,-16.208916262366028
CKAP5,3766,5427,2036,2304,2857,4596.5,2170.0,2857.0,0.13038236795824587,0.05820034866568325,0.16119386143082826,-14.419464633518023,-15.583113714678133
CKB,9722,7107,8783,6738,4745,8414.5,7760.5,4745.0,0.23868213536052646,0.20814000268204372,0.2677160911758068,-14.27902987771706,-14.476566201747513
CKLF,10,9,11,4,13,9.5,7.5,13.0,0.00026947296760651275,0.0002011532787984444,0.000733468742947416,-15.558011542546138,-15.979856843606177
CKLF-CMTM1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CKM,4,4,18,14,8,4.0,16.0,8.0,0.00011346230215011063,0.00042912699477001473,0.0004513653802753329,-16.10549933784863,-14.186307721073602
CKMT1A,150,183,214,124,711,166.5,169.0,711.0,0.0047228683269983545,0.0045326538822582805,0.04011509817197021,-17.199826720396786,-17.259134034410835
CKMT1B,259,225,304,250,814,242.0,277.0,814.0,0.006864469280081693,0.00742926109695588,0.04592642744301512,-16.855521084840284,-16.74145053929066
