,ID_REF,CB-C-1,CB-C-4,CB-C-5,CB-C-6,CB-C-7,CB-C-8,CB-C-9,CB-C-10,CB-SA-1,CB-SA-2,CB-SA-3,CB-SA-4,CB-SA-5,CB-SA-6,CB-SA-7,CB-SA-8,CB-SA-11
300,ENSG00000011478,49,27,98,13,20,30,58,29,18,22,32,45,30,42,39,131,24
301,ENSG00000011485,139,52,291,139,59,136,174,136,137,146,156,208,170,121,196,500,123
302,ENSG00000011523,25,18,32,37,9,23,43,13,21,19,22,55,31,12,40,59,27
303,ENSG00000011566,14,9,25,15,3,16,19,3,9,29,14,9,55,10,23,41,19
304,ENSG00000011590,6,0,0,5,1,9,1,1,3,0,10,12,6,0,28,8,0
305,ENSG00000011600,4391,9837,7818,8245,8408,9512,10361,27572,10280,8786,6494,26299,7759,12640,16935,19698,9289
306,ENSG00000011638,51,32,44,18,11,38,92,21,21,33,44,65,54,22,47,66,23
307,ENSG00000011677,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0
308,ENSG00000012048,42,14,43,19,6,5,12,23,18,27,17,17,22,9,33,39,25
309,ENSG00000012061,308,283,433,366,426,388,488,557,536,388,561,505,432,532,488,1134,261
310,ENSG00000012124,188,221,398,176,260,259,314,258,464,205,615,775,315,335,437,1745,336
311,ENSG00000012171,30,1,48,0,2,0,0,10,2,2,1,6,9,1,2,1493,6
312,ENSG00000012174,11,6,12,4,1,9,11,3,7,4,6,11,14,8,12,26,8
313,ENSG00000012211,31,5,39,15,5,18,24,43,21,18,38,15,40,26,43,31,28
314,ENSG00000012223,1028,94,1432,977,3522,92,1142,8266,3550,2738,82,793,587,511,7352,2772,2984
315,ENSG00000012232,51,31,79,53,35,45,55,56,43,80,48,175,73,51,66,144,51
316,ENSG00000012504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,ENSG00000012660,478,223,532,326,114,316,456,123,494,346,366,760,556,197,855,547,562
318,ENSG00000012779,702,734,780,1409,970,1017,2118,1296,2078,1389,1237,3105,1623,1360,3072,3001,2643
319,ENSG00000012817,91,6,5,728,2,0,231,98,2,131,143,1,202,4,0,1,0
320,ENSG00000012822,782,331,1448,5187,620,545,1079,1317,2256,1121,836,862,638,683,814,1687,1170
321,ENSG00000012963,53,17,111,39,13,27,46,13,44,28,28,62,34,27,55,92,44
322,ENSG00000012983,190,62,185,290,104,94,110,77,323,137,146,109,170,49,160,155,218
323,ENSG00000013016,24,16,18,23,15,19,17,15,35,22,23,33,36,21,22,134,20
324,ENSG00000013275,306,150,429,683,285,234,456,645,526,424,321,418,324,287,281,1019,211
325,ENSG00000013288,77,39,124,60,51,75,129,40,77,89,89,201,105,76,151,252,88
326,ENSG00000013293,14,0,12,4,7,0,5,15,14,0,13,24,0,3,6,10,6
327,ENSG00000013297,14,3,32,7,5,3,2,3,14,0,0,5,9,3,10,46,30
328,ENSG00000013306,102920,69675,112013,169134,208876,164267,128252,192240,163539,115457,125265,108173,121871,99689,130916,61569,96525
329,ENSG00000013364,493,363,705,409,604,502,842,628,807,614,452,1730,731,753,1148,1550,769
330,ENSG00000013374,312,139,553,622,132,140,230,188,455,204,308,592,218,147,204,435,221
331,ENSG00000013375,18,7,44,26,3,8,72,12,16,7,10,75,17,33,26,38,20
332,ENSG00000013392,8,4,13,3,2,2,7,3,2,2,3,7,5,3,5,10,5
333,ENSG00000013441,482,327,608,955,151,385,729,143,743,569,526,598,692,313,956,1046,894
334,ENSG00000013503,10,8,8,14,4,7,13,5,15,28,6,12,22,5,15,39,9
335,ENSG00000013523,23,30,58,51,26,64,68,17,39,35,53,79,73,45,67,133,40
336,ENSG00000013561,1074,397,997,1295,410,552,866,284,1453,642,707,255,566,492,887,377,675
337,ENSG00000013563,134,89,228,96,85,120,229,179,201,85,130,273,127,121,289,377,133
338,ENSG00000013573,176,34,257,132,65,29,145,80,53,69,68,46,72,92,101,203,63
339,ENSG00000013583,236,152,539,2001,415,105,543,139,917,165,140,1163,617,95,261,405,140
340,ENSG00000013588,45,1,82,1,1,1,3,1,1,0,0,2,1,1,2,6,32
341,ENSG00000013619,11,1,26,6,0,2,3,0,3,2,1,3,0,4,9,13,4
342,ENSG00000013725,201,217,181,344,209,281,738,192,200,175,395,723,482,345,352,798,162
343,ENSG00000013810,342,85,503,188,110,85,260,103,226,233,125,365,177,149,327,477,186
344,ENSG00000014123,36,28,40,38,13,28,68,12,38,27,60,50,61,19,78,88,41
345,ENSG00000014138,118,35,149,95,38,40,94,44,60,41,108,139,54,68,106,236,57
346,ENSG00000014164,133,62,207,208,117,108,160,165,234,168,113,232,152,123,161,536,147
347,ENSG00000014216,724,470,1067,2759,687,748,805,1856,1588,1237,650,1496,780,835,1636,2879,1510
348,ENSG00000014257,34,23,56,26,24,41,68,39,89,40,46,113,134,27,155,69,99
349,ENSG00000014641,391,232,613,214,117,168,318,115,280,130,266,227,230,164,404,634,205
350,ENSG00000014824,33,14,58,63,13,29,79,17,62,45,68,67,59,25,72,108,42
351,ENSG00000014914,91,84,183,82,54,137,187,50,146,101,133,202,226,127,152,304,110
352,ENSG00000014919,82,55,115,39,46,59,72,54,107,32,43,137,62,39,98,162,51
353,ENSG00000015133,118,180,155,212,136,263,363,131,257,327,299,555,338,260,454,740,271
354,ENSG00000015153,73,23,90,105,33,52,128,60,116,58,71,50,63,41,125,122,55
355,ENSG00000015171,39,24,64,50,13,52,73,13,34,35,62,57,85,24,77,107,46
356,ENSG00000015285,719,744,810,1192,1053,1042,1492,2294,1521,1574,1020,3622,1729,1456,2326,5426,2462
357,ENSG00000015413,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
358,ENSG00000015475,417,355,643,338,268,286,506,601,728,356,294,718,376,508,897,736,339
359,ENSG00000015479,299,271,608,520,132,419,745,125,592,313,715,787,796,279,920,1093,487
360,ENSG00000015520,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,2,0
361,ENSG00000015532,158,46,292,38,34,68,107,58,79,55,101,120,97,100,103,266,46
362,ENSG00000015568,6,13,11,11,29,7,13,16,10,14,5,166,95,5,14,61,77
363,ENSG00000015592,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,1
364,ENSG00000015676,231,120,395,138,81,162,214,68,132,114,202,260,240,202,239,345,110
365,ENSG00000016082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
366,ENSG00000016391,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,3,5
367,ENSG00000016402,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
368,ENSG00000016490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,ENSG00000016602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
370,ENSG00000016864,194,78,341,121,53,135,164,80,113,61,120,185,163,114,196,328,114
371,ENSG00000017260,157,35,216,100,28,66,103,33,91,77,86,88,127,44,148,203,82
372,ENSG00000017427,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,30,0
373,ENSG00000017483,52,115,129,557,118,185,188,129,182,90,51,437,210,140,272,224,161
374,ENSG00000017621,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
375,ENSG00000017797,756,270,707,957,539,354,421,934,706,532,374,705,553,295,472,637,449
376,ENSG00000018189,75,68,80,49,26,49,69,15,90,45,89,113,91,75,108,191,69
377,ENSG00000018236,0,0,0,3,0,0,0,8,0,8,0,2,3,0,0,3,0
378,ENSG00000018280,960,1075,1186,1216,1331,1844,3073,2586,2137,1771,1506,3945,2522,1454,1879,4691,3456
379,ENSG00000018408,21,6,55,0,0,0,1,1,3,0,0,2,6,0,0,72,13
380,ENSG00000018510,24,15,36,41,14,15,34,14,24,16,20,37,24,15,72,42,43
381,ENSG00000018607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,ENSG00000018610,24,5,28,18,16,14,27,14,6,5,34,4,12,5,22,76,20
383,ENSG00000018625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
384,ENSG00000018699,47,21,53,10,5,14,21,4,21,14,20,19,17,16,36,61,26
385,ENSG00000018869,12,18,11,6,5,14,26,9,28,8,39,12,49,10,25,34,21
386,ENSG00000019102,27,28,21,31,81,53,30,57,115,48,36,122,86,86,51,554,63
387,ENSG00000019144,25,5,60,4,3,2,8,4,3,7,2,4,4,1,7,82,2
388,ENSG00000019169,19,6,37,7,18,9,36,40,8,36,8,47,9,44,24,95,9
389,ENSG00000019186,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1
390,ENSG00000019485,22,3,22,23,4,6,12,6,10,8,12,7,11,8,22,36,4
391,ENSG00000019505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,ENSG00000019549,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,39,0
393,ENSG00000019582,10967,16923,19981,20113,23069,22587,22579,30552,23532,21405,32538,46565,20333,27545,25727,88296,17666
394,ENSG00000019991,30,25,24,17,13,19,27,21,61,16,6,54,37,24,60,95,42
395,ENSG00000019995,251,109,288,397,115,106,164,142,370,160,137,213,168,105,126,140,166
396,ENSG00000020129,73,35,171,69,42,57,91,50,71,44,55,104,101,46,58,250,49
397,ENSG00000020181,90,4,181,12,8,11,11,11,10,13,9,7,14,13,25,143,12
398,ENSG00000020219,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0
399,ENSG00000020256,58,10,113,21,12,31,42,24,23,24,39,44,45,22,36,61,26
400,ENSG00000020426,40,32,111,36,23,35,35,20,36,36,42,41,34,22,54,80,35
401,ENSG00000020577,14,9,24,2,4,5,8,11,32,40,37,11,8,7,9,60,22
402,ENSG00000020633,114,103,147,181,149,288,308,195,154,440,200,450,260,319,472,782,228
403,ENSG00000020922,30,20,44,60,11,18,44,20,47,40,39,80,60,29,74,62,43
404,ENSG00000021300,44,48,57,57,30,68,116,34,63,37,74,222,89,37,72,212,39
405,ENSG00000021355,647,507,852,622,501,424,799,1054,1362,636,403,1319,550,541,1666,1751,834
406,ENSG00000021461,1,2,3,4,0,0,2,3,1,0,0,11,2,2,2,7,0
407,ENSG00000021488,2,0,2,2,1,0,3,0,1,0,1,3,3,0,3,6,1
408,ENSG00000021574,6,5,5,5,2,3,6,2,8,4,4,13,6,3,18,9,7
409,ENSG00000021645,1,0,1,1,0,0,2,0,1,5,2,0,0,1,0,4,0
410,ENSG00000021762,82,48,193,83,70,138,119,107,73,163,86,189,140,209,198,319,172
411,ENSG00000021776,56,70,84,117,47,73,112,54,61,106,68,103,91,67,107,173,97
412,ENSG00000021826,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
413,ENSG00000021852,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
414,ENSG00000022267,58,15,85,14,10,18,23,17,32,19,7,25,48,19,23,200,22
415,ENSG00000022277,834,656,1302,1113,872,410,828,1094,1810,632,638,1447,790,677,1079,1241,628
416,ENSG00000022355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,ENSG00000022556,16,19,21,48,43,29,50,20,44,16,23,31,70,50,71,69,12
418,ENSG00000022567,47,57,65,54,49,48,122,68,116,87,101,156,122,74,288,93,214
419,ENSG00000022840,19376,8334,18087,18429,16643,8280,15220,20859,27393,15287,12394,10982,14758,10720,12295,6374,13403
420,ENSG00000022976,66,41,109,48,32,46,82,31,72,29,72,100,64,52,86,174,38
421,ENSG00000023041,158,97,231,112,46,82,216,68,148,93,130,206,170,71,211,455,112
422,ENSG00000023171,7,4,15,6,4,7,11,10,10,9,10,21,11,4,18,21,9
423,ENSG00000023191,627,341,878,293,295,443,508,393,510,477,523,696,431,473,616,1445,385
424,ENSG00000023228,106,23,160,122,36,36,86,29,94,94,58,89,76,34,72,156,51
425,ENSG00000023287,74,37,152,223,25,44,80,42,210,58,58,82,86,25,91,86,128
426,ENSG00000023318,88,52,137,132,41,59,93,57,97,69,63,163,96,48,126,275,75
427,ENSG00000023330,188,68,376,120,119,92,197,280,215,192,114,244,168,126,358,474,203
428,ENSG00000023445,136,75,140,61,27,61,99,43,130,60,130,159,117,44,181,193,107
429,ENSG00000023516,18,16,23,14,5,18,36,4,19,17,23,28,36,10,31,47,22
430,ENSG00000023572,45,28,64,10,21,4,15,3,40,4,9,11,14,34,49,78,5
431,ENSG00000023608,38,9,73,13,5,10,28,6,13,11,21,11,27,11,24,25,14
432,ENSG00000023697,125,46,180,56,38,71,87,40,82,56,73,116,78,60,98,139,65
433,ENSG00000023734,564,292,780,666,224,219,389,215,626,301,319,354,420,218,377,683,295
434,ENSG00000023839,0,3,3,3,0,0,3,0,0,1,0,10,4,0,0,15,0
435,ENSG00000023892,459,596,600,499,544,617,1002,767,905,679,884,1540,779,779,1317,2058,608
436,ENSG00000023902,463,640,539,266,416,673,796,360,675,454,824,1397,1005,790,932,2177,472
437,ENSG00000023909,44,27,132,172,28,30,82,31,171,62,27,33,55,25,77,45,72
438,ENSG00000024048,111,69,193,395,68,76,144,128,318,117,86,209,120,75,135,170,176
439,ENSG00000024422,175,2,274,5,6,2,2,6,2,3,51,3,3,1,3,151,14
440,ENSG00000024526,9,2,28,45,1,2,10,3,21,8,4,1,3,2,9,10,11
441,ENSG00000024862,3,6,9,8,4,4,5,6,6,7,8,16,5,5,13,8,3
442,ENSG00000025039,23,18,39,16,17,29,41,17,35,36,22,56,41,35,90,45,62
443,ENSG00000025156,35,27,59,24,10,31,48,8,29,23,43,37,50,21,57,69,26
444,ENSG00000025293,42,30,79,31,22,33,59,48,50,87,50,90,79,26,66,125,46
445,ENSG00000025423,8,6,27,5,1,3,2,2,2,2,1,6,2,2,3,8,4
446,ENSG00000025434,35,27,93,48,84,43,48,144,32,56,26,86,78,32,63,524,42
447,ENSG00000025708,938,1155,1164,540,1285,949,1590,1476,1205,1046,991,2684,842,1222,1450,2652,1203
448,ENSG00000025770,218,81,325,124,67,74,141,68,119,137,108,143,112,114,183,312,84
449,ENSG00000025772,112,30,231,56,43,48,68,67,77,50,70,70,55,36,77,196,51
450,ENSG00000025796,61,51,100,43,37,43,88,54,118,47,77,159,98,40,138,273,65
451,ENSG00000025800,95,41,133,173,71,54,79,105,149,98,58,81,73,50,69,178,84
452,ENSG00000026025,6764,5997,13845,5899,5799,6992,9345,11576,7621,5882,4733,11966,6150,6936,9383,16518,5895
453,ENSG00000026036,15,7,31,17,9,17,24,10,13,12,21,32,15,21,18,45,13
454,ENSG00000026103,18,15,26,25,14,35,36,26,31,28,19,56,43,22,105,38,65
455,ENSG00000026297,1758,2903,2659,1071,2404,1711,2523,2982,2667,2479,1835,4170,2752,2368,3121,4890,2292
456,ENSG00000026508,1882,1346,3779,3314,1066,2590,3051,2251,2736,2346,2088,3000,3335,2070,2221,3679,2262
457,ENSG00000026559,11,0,19,1,0,3,0,1,1,0,1,98,1,0,1,51,0
458,ENSG00000026652,44,24,127,202,21,33,75,45,181,43,58,19,53,34,77,87,59
459,ENSG00000026751,94,32,63,46,31,78,41,27,27,74,39,194,51,97,172,76,70
460,ENSG00000026950,250,177,336,289,141,240,384,146,231,262,353,1427,366,256,486,699,296
461,ENSG00000027001,21,5,44,15,4,8,9,10,13,7,16,17,33,11,18,41,12
462,ENSG00000027075,1281,961,1238,2386,623,1173,1354,1433,1610,1088,1229,2537,1255,1396,1295,1141,724
463,ENSG00000027644,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
464,ENSG00000027697,482,539,731,302,199,545,832,171,623,392,455,905,943,320,1060,1404,672
465,ENSG00000027847,175,133,190,546,463,548,478,615,271,554,426,467,365,134,490,463,481
466,ENSG00000027869,63,43,89,91,72,96,100,125,53,194,94,195,110,188,147,325,104
467,ENSG00000028116,41,14,36,43,8,24,47,35,53,31,33,63,37,23,66,94,27
468,ENSG00000028137,440,591,676,641,695,961,1300,791,1010,845,707,3097,1296,722,1331,1718,1058
469,ENSG00000028203,35,19,62,50,15,60,81,11,51,40,54,59,70,24,96,150,59
470,ENSG00000028277,134,183,193,214,229,275,351,325,242,306,469,661,330,320,279,1231,271
471,ENSG00000028310,131,74,204,93,58,82,116,86,85,89,94,140,115,75,161,283,76
472,ENSG00000028528,400,247,518,666,171,332,462,409,505,418,426,610,646,311,622,1107,418
473,ENSG00000028839,374,199,527,724,133,117,164,92,489,135,195,374,151,152,276,270,257
474,ENSG00000029153,5,1,14,1,2,1,2,3,5,4,7,10,2,1,3,16,2
475,ENSG00000029363,108,82,147,271,53,110,266,101,152,100,239,330,216,99,257,247,184
476,ENSG00000029364,89,41,104,53,24,47,80,32,60,49,48,121,78,43,93,135,55
477,ENSG00000029534,875,881,1526,3277,977,911,989,1541,2210,1126,669,942,921,826,1336,666,1647
478,ENSG00000029559,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
479,ENSG00000029639,48,17,56,51,12,27,77,23,27,36,62,70,70,73,42,132,48
480,ENSG00000029725,72,48,101,83,21,58,88,24,87,79,95,120,124,36,88,163,77
481,ENSG00000029993,67,15,140,166,27,11,27,61,87,44,28,12,16,19,67,706,33
482,ENSG00000030066,56,23,88,41,40,41,69,70,39,62,39,161,87,40,80,208,76
483,ENSG00000030110,145,90,233,63,73,109,176,117,110,72,117,245,152,157,259,354,65
484,ENSG00000030304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,ENSG00000030419,20,12,16,16,8,29,36,3,18,21,42,13,57,13,40,50,28
486,ENSG00000030582,2671,905,5001,1112,2167,1607,2357,3636,2501,2658,1178,4507,2221,1941,3025,7679,2791
487,ENSG00000031003,34,43,42,53,17,51,73,18,43,33,53,86,97,28,85,143,56
488,ENSG00000031081,7,5,15,7,4,9,10,4,13,12,7,13,8,6,11,23,9
489,ENSG00000031544,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
490,ENSG00000031691,16,4,24,20,4,7,23,7,12,18,12,6,14,6,18,20,13
491,ENSG00000031698,568,338,820,1004,429,339,601,952,987,543,505,799,533,429,518,1541,373
492,ENSG00000031823,306,153,602,437,163,303,402,240,347,238,297,457,314,292,376,839,303
493,ENSG00000032219,58,53,87,144,34,44,101,110,103,113,92,175,100,36,130,198,147
494,ENSG00000032389,122,92,189,88,69,66,106,108,122,101,85,135,88,86,122,280,63
495,ENSG00000032444,438,235,760,1167,567,535,634,1527,720,864,537,1170,691,671,927,2327,744
496,ENSG00000032742,15,16,13,28,5,15,20,19,14,13,14,21,27,10,25,56,28
497,ENSG00000033011,47,50,103,27,28,41,83,30,56,38,56,101,70,44,59,174,31
498,ENSG00000033030,47,35,77,117,14,37,94,30,71,42,50,78,54,38,91,131,75
499,ENSG00000033050,111,47,187,118,74,70,112,84,106,95,95,123,103,94,101,236,83
500,ENSG00000033100,143,82,236,222,111,117,196,119,252,153,145,285,209,137,252,436,173
501,ENSG00000033122,1,5,5,2,4,2,14,0,4,0,16,4,8,4,20,11,3
502,ENSG00000033170,26,29,67,48,13,13,49,54,20,19,35,45,43,16,34,111,15
503,ENSG00000033178,55,33,26,33,9,42,64,13,39,15,67,42,52,13,77,43,35
504,ENSG00000033327,59,44,95,107,74,97,155,122,140,108,68,402,167,89,175,262,153
505,ENSG00000033627,174,139,469,1392,339,248,356,654,730,448,253,526,379,254,416,1261,491
506,ENSG00000033800,107,66,176,350,89,189,246,198,317,239,172,487,260,169,290,358,323
507,ENSG00000033867,27,17,28,17,4,24,50,4,16,23,26,50,46,11,47,66,30
508,ENSG00000034053,23,40,22,47,61,84,69,27,53,72,41,113,162,43,77,142,39
509,ENSG00000034152,3572,2302,4188,9053,1966,3485,3718,5148,7479,4261,2707,8027,2583,2785,3218,2135,6397
510,ENSG00000034239,3,3,2,2,0,4,3,2,2,1,3,8,4,6,4,8,3
511,ENSG00000034510,18503,17144,28231,6489,8788,11744,20428,9852,13677,13297,17948,15495,17450,18882,21055,40514,10411
512,ENSG00000034533,25,32,53,34,13,32,54,19,36,32,31,59,43,32,59,115,34
513,ENSG00000034677,204,117,561,1126,95,164,364,148,792,326,266,157,283,143,392,292,270
514,ENSG00000034693,39,26,42,28,10,33,48,7,19,8,34,24,34,11,42,97,48
515,ENSG00000034713,23136,8806,21284,14284,6999,8222,11115,6932,15234,8474,9568,3789,8991,6567,7787,4687,8054
516,ENSG00000034971,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,ENSG00000035115,56,75,110,71,14,60,160,27,67,49,151,193,72,71,211,240,86
518,ENSG00000035141,186,55,314,70,41,66,129,43,103,83,92,131,104,79,164,311,83
519,ENSG00000035403,292,114,399,229,131,146,203,113,308,202,115,265,368,150,251,827,299
520,ENSG00000035499,14,0,51,140,11,5,21,22,43,28,8,7,23,4,29,181,34
521,ENSG00000035664,51,46,87,45,62,43,129,73,140,69,116,275,198,73,268,122,194
522,ENSG00000035681,122,87,135,111,61,132,234,47,159,152,173,328,156,132,249,286,216
523,ENSG00000035687,133,89,179,85,51,67,178,81,202,114,98,192,146,79,349,233,132
524,ENSG00000035720,37,56,48,32,27,35,54,26,53,27,80,45,34,36,55,206,41
525,ENSG00000035862,673,148,1154,193,200,214,343,250,345,307,166,728,417,248,473,2296,512
526,ENSG00000035928,104,62,141,203,78,104,182,120,196,111,137,309,163,75,260,391,128
527,ENSG00000036054,81,56,140,191,24,47,120,33,163,67,70,84,89,40,126,163,78
528,ENSG00000036257,175,142,154,203,80,94,175,120,211,114,98,326,179,92,162,315,197
529,ENSG00000036448,18,14,22,71,152,3,63,146,150,206,4,176,5,475,1464,749,41
530,ENSG00000036473,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
531,ENSG00000036530,9,5,6,8,2,3,8,7,3,4,14,18,4,3,6,23,4
532,ENSG00000036549,79,15,57,39,23,25,51,5,36,15,46,54,46,21,51,59,37
533,ENSG00000036565,1,3,1,0,0,0,2,0,2,12,0,0,3,1,5,4,0
534,ENSG00000036672,2,0,2,1,1,1,0,2,0,1,1,0,2,0,1,18,0
535,ENSG00000036828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,ENSG00000037042,48,8,82,26,12,18,41,16,14,11,26,51,19,28,26,104,23
537,ENSG00000037241,142,77,292,73,20,46,70,32,99,46,79,42,54,23,88,185,65
538,ENSG00000037280,1,1,1,6,1,2,2,1,4,1,1,33,4,2,2,129,7
539,ENSG00000037474,114,108,167,85,30,66,119,35,97,72,86,176,159,45,165,227,107
540,ENSG00000037637,60,47,107,71,42,46,80,43,85,50,48,75,91,63,111,174,76
541,ENSG00000037749,36,19,54,106,20,87,82,16,89,60,81,63,101,41,74,117,48
542,ENSG00000037757,145,59,190,57,50,115,181,35,96,58,184,157,142,61,185,387,115
543,ENSG00000037897,79,32,79,23,13,22,27,15,39,18,27,24,20,36,57,149,15
544,ENSG00000037965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
545,ENSG00000038002,49,49,63,44,30,54,142,50,56,32,87,132,77,59,188,158,90
546,ENSG00000038210,111,51,108,80,43,44,51,58,42,38,42,41,34,33,58,66,41
547,ENSG00000038219,141,67,121,131,53,88,290,81,110,184,143,353,169,71,212,194,207
548,ENSG00000038274,922,454,1067,885,223,376,734,353,938,398,542,472,592,305,621,621,455
549,ENSG00000038295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
550,ENSG00000038358,194,173,389,123,112,155,196,169,127,189,135,370,180,234,178,831,137
551,ENSG00000038382,48,12,124,46,25,55,52,31,73,52,43,54,80,30,72,116,55
552,ENSG00000038427,175,239,266,197,175,345,406,202,417,555,302,576,666,239,444,981,774
553,ENSG00000038532,107,59,155,235,130,73,132,196,151,96,75,104,121,69,148,266,137
554,ENSG00000038945,25,45,40,48,23,27,68,31,56,17,7,34,34,24,54,75,37
555,ENSG00000039068,8,6,33,271,4,6,32,16,48,35,24,3,46,8,21,27,21
556,ENSG00000039123,86,50,117,94,29,47,93,40,98,51,81,93,89,43,109,170,82
557,ENSG00000039139,0,0,4,0,2,0,0,7,0,0,0,2,11,0,0,10,0
558,ENSG00000039319,44,51,70,35,13,59,104,23,46,27,29,129,83,39,252,65,158
559,ENSG00000039523,277,84,505,209,109,159,154,116,185,162,120,337,173,160,220,506,226
560,ENSG00000039537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
561,ENSG00000039560,19,3,32,6,7,0,5,4,0,3,3,1,3,1,3,62,4
562,ENSG00000039600,1,0,1,2,0,1,1,0,1,1,1,1,2,0,1,0,1
563,ENSG00000039650,124,76,183,162,90,125,164,170,177,162,152,357,131,177,243,488,133
564,ENSG00000039987,0,6,10,11,18,12,3,39,16,3,9,31,5,0,10,57,20
565,ENSG00000040199,31,20,73,99,9,12,23,42,105,34,30,12,20,16,26,54,64
566,ENSG00000040275,35,8,55,43,9,10,26,10,30,27,24,21,19,15,68,31,54
567,ENSG00000040341,116,50,172,58,57,77,121,55,151,53,89,141,91,47,210,185,136
568,ENSG00000040487,50,34,110,59,41,43,110,62,79,41,54,114,64,61,75,277,52
569,ENSG00000040531,83,27,118,54,23,28,51,34,92,52,27,94,112,38,61,127,38
570,ENSG00000040608,33,32,23,12,13,13,43,35,21,23,31,39,38,29,55,69,23
571,ENSG00000040633,302,197,558,1282,270,268,391,519,1119,257,257,554,373,250,395,961,421
572,ENSG00000040731,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0
573,ENSG00000040933,82,53,85,88,41,131,237,53,155,80,152,283,251,115,234,230,162
574,ENSG00000041353,10,6,17,9,7,6,10,3,15,4,3,8,10,10,12,32,26
575,ENSG00000041357,1024,577,1524,570,247,348,655,395,724,514,648,547,526,340,860,1750,618
576,ENSG00000041515,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0
577,ENSG00000041802,107,45,123,96,23,54,133,41,89,33,102,286,145,53,99,263,117
578,ENSG00000041880,36,14,70,18,14,22,28,11,7,22,36,63,18,26,25,58,15
579,ENSG00000041982,6,0,12,0,0,0,0,3,0,0,0,2,0,0,1,2,1
580,ENSG00000041988,132,76,234,139,66,75,115,117,135,77,88,181,95,92,149,343,82
581,ENSG00000042062,180,74,703,1760,175,106,335,190,1610,363,270,69,249,268,556,527,449
582,ENSG00000042088,106,40,161,50,30,59,79,49,64,59,45,81,85,38,87,157,83
583,ENSG00000042286,35,3,70,15,2,6,7,4,9,3,7,17,4,3,6,22,6
584,ENSG00000042304,1,0,1,0,0,0,0,0,0,0,1,6,0,0,1,5,0
585,ENSG00000042317,12,24,22,38,9,5,10,3,6,33,30,89,53,22,47,37,8
586,ENSG00000042429,46,13,20,20,8,13,22,12,65,12,17,100,26,11,35,75,23
587,ENSG00000042445,79,39,128,66,37,84,96,80,75,69,88,289,98,45,149,193,79
588,ENSG00000042493,622,529,980,310,542,505,470,1005,1072,802,563,652,239,772,1080,1653,463
589,ENSG00000042753,3053,1964,4365,3560,4125,1899,2765,5271,4772,2845,1962,2237,2673,2409,2578,3363,2364
590,ENSG00000042781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,ENSG00000042813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,ENSG00000042832,3,2,15,3,1,11,8,13,2,8,9,18,6,3,17,21,6
593,ENSG00000042980,7,15,40,30,17,30,22,16,44,25,38,109,71,13,81,78,36
594,ENSG00000043039,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,4,0
595,ENSG00000043093,558,105,624,445,262,169,420,300,381,245,290,164,334,111,513,146,361
596,ENSG00000043143,97,41,230,59,47,91,171,42,111,102,160,245,195,120,195,251,97
597,ENSG00000043355,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,ENSG00000043462,612,382,572,757,417,747,1149,587,916,663,722,1616,1432,736,1453,1430,928
