"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"2138","TMEM176B",437.753743022561,2.13323073066688,0.908222442833885,2.34879764037834,0.0188341395488933,0.126411786535257
"2139","TMEM198B",18.228487885625,-4.21944699095728,2.06786623604875,-2.04048352712588,0.0413021900917222,0.190040999657796
"2140","TMEM208",66.1890694589049,-4.41462997138221,1.42763168047344,-3.09227515175217,0.00198628645081312,0.0361695254393771
"2141","TMEM243",26.676392172667,-4.7968193041653,1.83607908420587,-2.61253414704628,0.0089873713684906,0.0847784229920635
"2142","TMEM255B",38.9408635816741,-5.34963666614013,1.77782334414356,-3.00909349838537,0.00262028464040773,0.0435107902476463
"2143","TMEM259",70.9671004907668,-2.60575581234702,1.25875865757704,-2.07009961493555,0.0384430169491711,0.184417383719937
"2144","TMEM39B",24.2913396510433,-4.65782061354842,1.86648982728964,-2.49549745487342,0.0125780657585837,0.101525012116885
"2145","TMEM45B",37.3677653185072,-5.2622652750254,2.01632172284113,-2.60983414274312,0.00905861302717104,0.0850924305960381
"2146","TMEM51",77.7192241225413,-4.20814733818273,1.4515079838422,-2.89915548865504,0.00374169288344064,0.0522346670512424
"2147","TMEM71",175.700052763492,4.55273191290711,0.935424241008185,4.86702365976774,1.13291470618524e-06,0.000108167838343704
"2148","TMEM74B",33.3060345653967,-5.09766747202278,1.99497094403957,-2.55525900627938,0.0106108809446005,0.0921000133094809
"2149","TMEM88",30.4774301722714,-4.98917774116241,1.83269392306625,-2.72231913816526,0.0064825506380702,0.0711201570002774
"2150","TMOD1",30.4413673986966,-3.25304520896283,1.52880243070337,-2.12783885192162,0.0333504468753505,0.172497821368943
"2151","TMPRSS2",29.3222899680959,-3.84869405238183,1.61514847371899,-2.38287322497352,0.0171781089625986,0.12000896426211
"2152","TMTC1",46.3409246715809,-5.57927396092569,1.95237698096865,-2.85768271973664,0.00426746858843629,0.0558353482719109
"2153","TNF",331.25394234235,5.06580850602064,1.03489653833868,4.89499028970836,9.83105826205245e-07,9.64718106122518e-05
"2154","TNFAIP1",160.304939726822,-4.03737781964778,1.21772516257342,-3.31550824745676,0.000914766417565528,0.022033396575817
